Symbol,Description,Price,Price - Currency,"Price change %, 1 day","Volume, 1 day","Relative volume, 1 day",Market capitalization,Market capitalization - Currency,Price to earnings ratio,"Earnings per share diluted, Trailing 12 months","Earnings per share diluted, Trailing 12 months - Currency","Earnings per share diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Industry,Analyst rating,Price to earnings ratio forward,"Price to earnings ratio forward Non-GAAP, Annual"
NVDA,NVIDIA Corporation,225.73,USD,-2.0098975516582844,122962048,0.7718881007084482,5440093014413.363,USD,28.535130078628676,7.9106,USD,125.14871211043119,0.121548880013891,Electronic technology,Semiconductors,Strong buy,18.81879054526889,24.389972461470425
AAPL,Apple Inc.,316.22,USD,-1.1719848735818983,35477016,0.957146038660817,4614971518388.078,USD,36.25004298831865,8.7233,USD,32.60922440789274,0.33128105759915,Electronic technology,Telecommunications equipment,Buy,34.160929066648926,35.804896264648704
GOOG,Alphabet Inc.,335.38,USD,0.020876204109627858,14150281,0.8816048618066019,4122816187110.904,USD,16.848778968415445,19.9053,USD,112.01789423230548,0.253496764188363,Technology services,Internet software/Services,Strong buy,25.037014663353382,16.306207809000036
GOOGL,Alphabet Inc.,338.36,USD,-0.029545588843575575,22915741,0.9568897504650029,4120737823152.7,USD,16.99848783992203,19.9053,USD,112.01789423230548,0.251137505170478,Technology services,Internet software/Services,Strong buy,25.254881284293862,16.449641689408733
MSFT,Microsoft Corporation,493.95,USD,-1.1506904142485492,18882317,0.8535380776575793,3667848244947.571,USD,27.525159650941188,17.9454,USD,31.54908515130189,0.728437062237343,Technology services,Packaged software,Strong buy,25.166946605109082,25.043240720578122
AMZN,"Amazon.com, Inc.",256.97,USD,-0.595721635526658,29397908,0.918488763011845,2771759329726.687,USD,20.669047504142338,12.4326,USD,89.7295812477109,0,Retail trade,Internet retail,Strong buy,27.477868110082568,20.21137271770642
SPCX,Space Exploration Technologies Corp,153.47,USD,3.7309901993916936,85839650,1.3793200314020904,2082751960025.416,USD,,,,,0,Communications,Specialty telecommunications,Buy,105.76566568208413,
AVGO,Broadcom Inc.,368.56,USD,2.9799242794674474,30463847,1.1406966777042407,1753453659767.6404,USD,47.039603834028924,7.8351,USD,100.17117163149555,0.709705360510764,Electronic technology,Semiconductors,Strong buy,21.32810878770627,31.73672092575884
META,"Meta Platforms, Inc.",613.48,USD,-0.5334241289297411,18909714,1.1331639713964954,1562844112557.8318,USD,23.108593211464648,26.5477,USD,-3.857269092594742,0.340483486550902,Technology services,Internet software/Services,Strong buy,20.113130952029294,19.538414667276545
TSLA,"Tesla, Inc.",368.16,USD,3.9765024853140654,51078407,1.212740605873608,1454065392005.6045,USD,342.06076372758525,1.0763,USD,-37.67083622886263,0,Consumer durables,Motor vehicles,Buy,184.8174215118322,215.87618782917073
MU,"Micron Technology, Inc.",1000.26,USD,-1.6063506428353653,26603800,1.0606657571202038,1129686738446.3787,USD,22.64461051206531,44.1721,USD,697.287150515315,0.0521350790387472,Electronic technology,Semiconductors,Strong buy,6.962377089431805,13.63348276289767
LLY,Eli Lilly and Company,1123.91,USD,-2.2142757708637695,2403019,0.9688478566900289,1058000594947.6775,USD,38.19043056022781,29.4291,USD,95.1428306190653,0.582063061181875,Health technology,Pharmaceuticals: major,Buy,27.49982407511714,30.880925020412857
BRK.B,Berkshire Hathaway Inc. New,505.83,USD,-0.039523348418075734,4400877,1.0780461055065518,973861284348.9377,USD,12.718403882176935,39.7715,USD,36.302726637147536,0,Finance,Property/Casualty insurance,Neutral,23.22549043375921,22.809494030832564
SKHY,SK hynix Inc.,185.55,USD,4.830508474576278,23156303,1.7240920696004092,960380122514.8922,USD,12.05183164458301,15.396,USD,433.67534403272214,0,Electronic technology,Semiconductors,Strong buy,6.436929624463872,7.432858216597134
JPM,JP Morgan Chase & Co.,353.51,USD,-1.4304037474905185,5633145,1.076881552119343,939695469975.2367,USD,15.144154564537548,23.343,USD,19.772185022704537,1.6729868391702,Finance,Major banks,Buy,14.637344278693114,14.237020393119126
WMT,Walmart Inc.,106.05,USD,-1.0173604629456818,22664816,0.8462648019645691,841373768449.0769,USD,38.422520923154956,2.7601,USD,4.131140119218296,0.91235766287101,Retail trade,Specialty stores,Strong buy,35.323872109263185,36.69016959473017
AMD,"Advanced Micro Devices, Inc.",505.74,USD,5.898611721841827,28166284,1.794847700940274,825607906814.5189,USD,129.79340433722572,3.8965,USD,124.2848097622748,0,Electronic technology,Semiconductors,Buy,44.993276897348174,66.28047831926945
V,Visa Inc.,368.64,USD,-1.714346655291014,4930372,0.8307216718156292,688268351676.4354,USD,31.63667258824438,11.6523,USD,15.026505167767343,0.714533287119738,Finance,Finance/Rental/Leasing,Strong buy,25.468576837564658,27.873097561285427
ASML,ASML Holding N.V. - New York Registry Shares,1764.85,USD,2.9139065124090195,1354039,1.2308232534175725,666097424989.1814,USD,54.94380623268266,32.121,USD,23.100094276713666,0.449893695185669,Electronic technology,Semiconductors,Strong buy,32.362181820395605,40.29225669969923
XOM,ExxonMobil Holdings Corporation,160.66,USD,0.7462218599109536,12616378,0.901869044003064,660619804548.6089,USD,20.67483399392598,7.7708,USD,10.170981370686484,2.58355803599423,Energy minerals,Integrated oil,Buy,13.294221324871017,13.745703291302819
JNJ,Johnson & Johnson,269.12,USD,-2.2199614867565356,8085992,1.293055504694327,648551893388.1207,USD,31.192192679477966,8.6278,USD,-7.724064171122985,1.91839552374378,Health technology,Pharmaceuticals: major,Buy,22.556390347252915,23.232467373153984
INTC,Intel Corporation,104.47,USD,9.050104384133615,140265187,1.7115447170463378,552239455912.0027,USD,,-2.1201,USD,55.48626858150668,0,Electronic technology,Semiconductors,Buy,62.87097758442326,69.67565173778958
MA,Mastercard Incorporated,570.89,USD,-1.4364392879957268,2705851,0.9855859766048543,500105331522.2586,USD,31.407445714065656,18.1769,USD,22.61557038106353,0.58182697121942,Finance,Finance/Rental/Leasing,Strong buy,26.83711471095465,28.60809292977359
ORCL,Oracle Corporation,162.52,USD,2.355460385438978,37662336,1.801637388765598,468134134750.95935,USD,27.90138717209175,5.8248,USD,34.18415535948765,1.25960448419196,Technology services,Packaged software,Buy,20.158844550401454,20.140352929571225
ABBV,AbbVie Inc.,248.78,USD,-2.994619043905474,5572102,1.4335138442049553,439623429627.66956,USD,70.34042071929427,3.5368,USD,68.31485271022699,2.66318334243157,Health technology,Pharmaceuticals: major,Buy,16.375783350979745,17.731108080932195
BAC,Bank of America Corporation,62.39,USD,-0.4626675175494562,28339827,0.9149751149302447,436277583232.9295,USD,14.358372456964005,4.3452,USD,27.24983161039038,1.78685386088066,Finance,Major banks,Buy,12.667408153677043,13.449694714134166
CSCO,"Cisco Systems, Inc.",109.17,USD,-0.027472527472528513,14687437,1.0932392329504397,430412174727.20764,USD,32.79461684039773,3.3289,USD,27.475683541395412,1.52014652014652,Electronic technology,Telecommunications equipment,Buy,21.298654070214347,21.322565473576972
CVX,Chevron Corporation,209.8,USD,0.5752636625119928,7706480,1.0319441127666569,414516818329.65295,USD,20.113895653174314,10.4306,USD,34.62660368104495,3.37967401725791,Energy minerals,Integrated oil,Buy,13.49407273819756,13.047955839945988
PLTR,Palantir Technologies Inc.,170.3,USD,-2.3117076808351977,24582286,0.7933639527634236,409246765149.1723,USD,145.54311597299377,1.1701,USD,288.8667331339315,0,Technology services,Packaged software,Buy,89.69068038518014,106.78146980962426
COST,Costco Wholesale Corporation,910.18,USD,-0.6071592373381155,2240323,1.1946563261316963,403645548811.64435,USD,45.779557182951244,19.8818,USD,12.777024612434968,0.604975211304519,Retail trade,Specialty stores,Buy,41.47393454939416,44.362822163318526
LRCX,Lam Research Corporation,320.42,USD,4.150820737851467,8937398,1.3144372047317536,400948281259.6453,USD,55.588903731718744,5.7641,USD,38.61340900346286,0.338046481391191,Producer manufacturing,Industrial machinery,Strong buy,33.70247724041483,33.78769534005657
KO,Coca-Cola Company (The),88.36,USD,0.32928352446917936,19426903,1.2503776108392364,380173213135.83295,USD,26.621674550329907,3.3191,USD,17.602664493498224,2.36175769274441,Consumer non-durables,Beverages: non-alcoholic,Buy,25.993563974732467,26.731666526998048
CAT,"Caterpillar, Inc.",822.48,USD,1.0492173870309807,2444423,1.0768611915019517,378073384694.051,USD,35.37883154535053,23.2478,USD,18.21556423399235,0.756812541464973,Producer manufacturing,Trucks/Construction/Farm machinery,Buy,28.6077790981927,30.184273137872232
AMAT,"Applied Materials, Inc.",472.79,USD,3.9761606298520027,6312905,0.9810331564359774,375204913420.304,USD,40.76759907563895,11.5972,USD,38.26930872499227,0.43544236986211,Producer manufacturing,Industrial machinery,Strong buy,26.85470050127563,36.89657930727705
MRK,"Merck & Company, Inc.",148.46,USD,-1.2439300206213029,11187297,1.17598727381557,366276304779.0933,USD,118.66357605307329,1.2511,USD,-80.7110590339341,2.23508281780084,Health technology,Pharmaceuticals: major,Buy,17.198133714041578,54.00363904354703
UNH,UnitedHealth Group Incorporated,400.84,USD,0.9316613788588378,7050221,1.7270828253807173,359791932396.4359,USD,25.775834351488648,15.551,USD,-32.64203819448956,2.25361333534774,Health services,Managed health care,Buy,18.767065943594957,20.28549798939055
GE,GE Aerospace,334.91,USD,-0.6555529188419493,3062819,0.9620557912883358,347490051842.2104,USD,39.475017974799925,8.4841,USD,18.431815961025716,0.492406264831514,Electronic technology,Aerospace & defense,Buy,39.80703494939048,42.29525144211893
DELL,Dell Technologies Inc.,533.88,USD,1.8582821383599817,6662452,0.5890129189830475,346104292853.2601,USD,30.990346717129206,17.2273,USD,153.33519602364635,0.44072194451864,Electronic technology,Computer processing hardware,Buy,18.92603507116105,20.62886986922646
MS,Morgan Stanley,216.24,USD,-0.6797721844570961,3455611,0.9375586972794144,339619255195.3801,USD,17.471962767848485,12.3764,USD,40.22978086972287,1.90611794966011,Finance,Investment managers,Buy,16.34897779195805,16.762694539581712
PG,Procter & Gamble Company (The),145.58,USD,-0.5872712373668295,8328442,1.0695884470852026,338390977135.9683,USD,21.991268750283236,6.6199,USD,1.73974518573163,2.92993717563507,Consumer non-durables,Household/Personal care,Buy,20.847465661039227,20.8693657693948
NFLX,"Netflix, Inc.",76.77,USD,-1.8913738019169382,33865312,1.2642536661198522,319665669301.7195,USD,24.18562157393989,3.1742,USD,35.26804738770987,0,Technology services,Internet software/Services,Buy,22.176958668585183,21.338010259032938
HD,"Home Depot, Inc. (The)",313.7,USD,-2.289363027565807,5660092,1.70754454831369,312975226985.52277,USD,21.95179980966243,14.2904,USD,-2.9250730249303722,2.88428593676997,Retail trade,Home improvement chains,Buy,20.367290352442424,20.904716409229447
GS,"Goldman Sachs Group, Inc. (The)",1036.53,USD,-0.2002676654374527,1263453,0.7324396637991374,301807904851.6896,USD,15.997265187316147,64.7942,USD,42.76881720430108,1.63680303482539,Finance,Investment banks/Brokers,Neutral,14.848822305440072,14.758929791133228
PM,Philip Morris International Inc,184.73,USD,1.205281323618029,4832946,1.3139530211279373,287922674619.9283,USD,26.553493653782574,6.9569,USD,32.011992637431455,3.22138826494275,Consumer non-durables,Tobacco,Buy,21.117642634111835,22.060874782412636
PANW,"Palo Alto Networks, Inc.",336.98,USD,1.116245574026294,6128732,0.8536649302900379,274638708047.84198,USD,663.7384282056332,0.5077,USD,-68.27073307918255,0,Technology services,Packaged software,Buy,80.49349982383538,80.53701540786055
ARM,Arm Holdings plc,261.53,USD,3.7446943551905942,5108398,1.445435741437465,269232116089.00003,USD,268.29093147312267,0.9748,USD,48.43916552459267,0,Electronic technology,Semiconductors,Buy,109.76779324890086,117.28702066391637
RTX,RTX Corporation,198.81,USD,-0.9861048857014741,3627286,0.9817945469849082,267947794550.3788,USD,35.00792393026941,5.679,USD,24.774794568704138,1.40445241296877,Electronic technology,Aerospace & defense,Buy,26.942269875056766,27.435048581604814
WFC,Wells Fargo & Company,87.96,USD,-2.234078026008675,9753217,0.7503785526716132,265990979184.70822,USD,12.779311346796455,6.883,USD,18.045551210811553,2.05624096921196,Finance,Major banks,Buy,11.728952390934143,12.06594789502296
GEV,GE Vernova Inc.,971.31,USD,3.1169382663623226,1700587,0.8005420906133393,258692480369.64465,USD,27.803508249653635,34.9348,USD,735.9407527936638,0.185784808110834,Producer manufacturing,Electrical products,Buy,46.49066130310455,31.65286578342187
SNDK,Sandisk Corporation,1737.99,USD,-0.11551724137930983,11199542,0.9465255989484954,254474768842.24115,USD,23.843128324235483,72.8927,USD,,0,Electronic technology,Computer peripherals,Buy,8.271145864062289,8.2049827220623
KLAC,KLA Corporation,188.98,USD,1.8211206896551702,12404389,1.4523527329601889,246911213488.12305,USD,51.525479183139296,3.6677,USD,20.65993354607363,0.363685344827586,Electronic technology,Semiconductors,Buy,34.139927818025406,34.44688129770213
ANET,"Arista Networks, Inc.",194.96,USD,0.6089379708948327,4743849,1.004688575914294,245888348294.6868,USD,61.46667507409042,3.1718,USD,24.726700747149035,0,Electronic technology,Computer peripherals,Strong buy,41.79575988275921,47.47723608260201
TXN,Texas Instruments Incorporated,258.92,USD,0.18572976319455897,5437894,1.0551969170107733,236458091710.859,USD,39.38965207734319,6.5733,USD,20.161231354197135,2.1978021978022,Electronic technology,Semiconductors,Buy,27.14316415156646,30.420338061456555
C,"Citigroup, Inc.",136.74,USD,-0.7115887307580524,6471567,0.763500385149896,229372705632.19913,USD,14.76052202636039,9.2639,USD,36.96699982257968,1.79349404589021,Finance,Major banks,Buy,11.766131233407895,12.21353700065757
TMO,Thermo Fisher Scientific Inc,603.02,USD,-1.753071132979242,2695405,1.7900741191850842,222965017800.96014,USD,32.43752084431582,18.5902,USD,7.601479432074029,0.293264687673108,Health technology,Medical specialties,Buy,22.980586926065058,24.014481167815354
AXP,American Express Company,326.1,USD,-0.018395879323032337,2587676,1.1974847265716304,220218532965.6779,USD,19.785220240262106,16.482,USD,15.718377892608398,1.08535688005887,Finance,Finance/Rental/Leasing,Buy,17.528097497287607,18.485405316178092
IBM,International Business Machines Corporation,232.09,USD,-1.1920473413086905,4787646,1.1060344810259823,218659972191.4993,USD,20.6011059924196,11.2659,USD,82.7337312658146,2.86942824300737,Technology services,Information technology services,Buy,18.1987823933269,18.85164416406819
LIN,Linde plc,468.38,USD,-1.9243252298092421,2580951,1.436607102651339,215913892325.79044,USD,30.24108676282589,15.4882,USD,10.101512738853511,1.29823900161233,Process industries,Chemicals: specialty,Buy,25.048593887090618,26.194691690861255
CRWD,"CrowdStrike Holdings, Inc.",210.02,USD,-1.445330830595957,8032716,0.609288233871736,215046795891.15067,USD,5882.913165266106,0.0357,USD,,0,Technology services,Packaged software,Buy,149.01535066713498,167.6249644828544
AMGN,Amgen Inc.,393.17,USD,-10.077076138416851,6831663,3.27733320144039,212560296268.40436,USD,24.423530873400424,16.098,USD,31.702528020944104,2.27340301443176,Health technology,Biotechnology,Neutral,16.759521728937106,17.037849576116486
VZ,Verizon Communications Inc.,50.41,USD,0.5384922217790108,16037444,0.8647892453932406,209442224891.8129,USD,13.127604166666666,3.84,USD,-10.788960133816568,5.57439170323095,Communications,Wireless telecommunications,Buy,9.911882363003766,10.09734190128481
CRM,"Salesforce, Inc.",249.12,USD,-3.900011572734642,17482726,0.8580721721223458,205025768689.36096,USD,22.705067444403937,10.972,USD,59.33315907176673,0.660417389962581,Technology services,Packaged software,Buy,16.985979952698084,14.967853542389001
STX,Seagate Technology Holdings PLC,904.38,USD,6.4878485305199725,5185573,1.7471414651193027,204972774442.90784,USD,65.1852385757532,13.874,USD,104.84275800974459,0.346175584024114,Electronic technology,Computer peripherals,Buy,24.939127493988583,25.128535831142063
APH,Amphenol Corporation,81.76,USD,-1.2321816863976758,10102952,0.8929872274112151,201617462300.2561,USD,40.9352626045161,1.9973,USD,59.36328093832282,0.552669726987195,Electronic technology,Electronic components,Strong buy,27.956992188728847,31.064585157085887
MRVL,"Marvell Technology, Inc.",225.41,USD,0.8320286289420645,20618134,0.8300827906987868,197662037201.6772,USD,74.22371497250485,3.0369,USD,,0.107358532766719,Electronic technology,Semiconductors,Strong buy,41.23564614067756,53.7074356480513
TMUS,"T-Mobile US, Inc.",181.69,USD,0.09365359189069386,4200992,1.085290118674286,194893713198.5386,USD,19.013981330319393,9.5556,USD,-9.885985345014564,2.24768620537682,Communications,Wireless telecommunications,Buy,14.42517285952435,16.662133314307315
PEP,"PepsiCo, Inc.",138.45,USD,0.5958003342294509,10092479,1.3995501489087014,188969232039.89066,USD,18.15809146589374,7.6247,USD,39.01002734731084,4.17605173290707,Consumer non-durables,Food: specialty/candy,Neutral,15.873947670204375,16.185951505977403
SCHW,Charles Schwab Corporation (The),106.87,USD,-2.2142922499771265,6852280,0.8164785520313597,184814107098.00137,USD,19.43373581611871,5.4992,USD,48.05481517378779,1.12544606093879,Finance,Investment banks/Brokers,Buy,14.795094789944818,16.447416515163805
DE,Deere & Company,680.73,USD,-1.8456303260132878,883575,0.650616015164583,183542104068.09103,USD,37.83620042797988,17.9915,USD,-5.943518537880851,0.93435035254423,Producer manufacturing,Trucks/Construction/Farm machinery,Buy,32.39675909623736,37.55441550565451
QCOM,QUALCOMM Incorporated,174.09,USD,3.1705582553040146,26129029,2.613869953466684,182835223290.85727,USD,20.14837276052035,8.6404,USD,-16.66602368735774,2.12753348346569,Electronic technology,Semiconductors,Neutral,18.799040535154443,16.513355243637676
ABT,Abbott Laboratories,105.52,USD,-2.593925966952831,11397828,1.5199536736519779,182590048984.6196,USD,34.10692352446829,3.0938,USD,-61.310089540293134,2.28930120926798,Health technology,Medical specialties,Buy,18.210060782463117,19.126527453146625
GILD,"Gilead Sciences, Inc.",146.64,USD,-2.884201463624635,6080502,1.1669873409791947,181827006776.38913,USD,,-2.6564,USD,-152.8405474220242,2.13252094440213,Health technology,Biotechnology,Buy,16.20218344973036,
DIS,Walt Disney Company (The),105.06,USD,-0.23739435951001803,7397791,0.9510097121171908,181405720420.5961,USD,21.669898106513756,4.8482,USD,-23.99034240561896,1.42436615706011,Consumer services,Movies/Entertainment,Strong buy,13.99935586439893,15.203178630692275
MCD,McDonald's Corporation,255.81,USD,0.04693183151472664,4206173,0.9507422095746111,181021768597.34988,USD,20.77594048469885,12.3128,USD,5.462051716901772,2.8745746802769,Consumer services,Restaurants,Buy,19.267867725459134,19.800032137028822
BLK,"BlackRock, Inc.",1095.37,USD,-2.3986670112003203,575957,0.9242042945652569,177971550101.1624,USD,27.248823347960634,40.1988,USD,-2.840666020529752,1.94958522307069,Finance,Investment managers,Strong buy,18.35098621242627,19.47245100697408
SCCO,Southern Copper Corporation,208.56,USD,4.9305695310927815,1416791,1.3067611854782561,176096314904.1928,USD,31.2369883325595,6.6767,USD,55.917519032273155,1.96275372887597,Non-energy minerals,Other metals/Minerals,Sell,28.856075756330526,27.20641891988847
ADI,"Analog Devices, Inc.",363.2,USD,0.2622498274672156,3139603,0.8988977747548598,175994175146.19403,USD,43.100583851521336,8.4268,USD,114.37875241681084,1.15389924085576,Electronic technology,Semiconductors,Strong buy,22.590354888753076,28.224736354773743
T,AT&T Inc.,25.6,USD,-0.3115264797507722,39871694,1.359526510162295,175421077085.10904,USD,8.465888422236185,3.0239,USD,72.38057234066811,4.32242990654206,Communications,Wireless telecommunications,Buy,10.649543088841735,10.943739347488092
NEE,"NextEra Energy, Inc.",83.83,USD,0.4794438451396278,7629250,0.7344739824751914,174867559138.64804,USD,18.809037671924433,4.4569,USD,55.29809401024427,2.91993287786168,Utilities,Electric utilities,Buy,20.647910393536907,20.800177854795255
SHOP,Shopify Inc.,134.1,USD,-7.574608863464063,14024854,2.1855203012094395,172538959644.53525,USD,92.3777665108897,1.4516479999999998,USD,-19.900471515478106,0,Commercial services,Miscellaneous commercial services,Buy,63.00566628139712,69.49082945795172
WDC,Western Digital Corporation,477.3,USD,2.1049929405724623,6407812,1.1369383806740354,172086179914.02002,USD,19.74345504258514,24.1751,USD,370.6348433819378,0.106961023403072,Electronic technology,Computer peripherals,Buy,23.230712120858886,23.482178266483906
UNP,Union Pacific Corporation,288.45,USD,-0.40397762585457353,1783311,0.7840449399670522,171361075227.14572,USD,23.358734117761383,12.3487,USD,7.263409337676438,1.91975692286444,Transportation,Railroads,Buy,21.253758828009747,22.06816964328749
WELL,Welltower Inc.,237.25,USD,0.4572977092772209,2804976,1.0891771943370845,170996734284.77158,USD,,-0.5499,USD,-145.4237568148026,1.29991108100097,Finance,Real estate investment trusts,Buy,85.61541878660309,83.52285128883945
BA,Boeing Company (The),210.73,USD,-0.7161366313309824,4373656,0.8265009049895177,166554669071.41916,USD,95.96957828581837,2.1958,USD,,0,Electronic technology,Aerospace & defense,Buy,158.39930485608534,
BX,Blackstone Inc.,133.97,USD,-1.601175174439961,3023817,0.999310453885922,166368877489.32733,USD,30.053615092985172,4.4577,USD,20.325532431775855,3.84135145060595,Finance,Investment managers,Buy,20.84859070872136,22.538679314482295
ETN,"Eaton Corporation, PLC",422.13,USD,2.7455275648046666,2035479,1.1613945391241653,163955291859.23862,USD,42.95045938768658,9.8283,USD,-1.1197633707593861,1.05634659851527,Producer manufacturing,Electrical products,Buy,28.06933597431875,31.157030533417544
COP,ConocoPhillips,135.04,USD,0.580962311932073,5176370,0.8471284072388028,162228612659.70624,USD,17.89106903907047,7.5479,USD,1.262443317502483,2.50260688216893,Energy minerals,Oil & gas production,Buy,13.97313110923524,13.10568418290271
PFE,"Pfizer, Inc.",27.79,USD,-2.3198594024604575,31772942,0.9704405462987032,158393926361.8253,USD,36.798199152542374,0.7552,USD,-59.82765040693653,6.04569420035149,Health technology,Pharmaceuticals: major,Neutral,10.035494377198086,9.343824149162266
IBKR,"Interactive Brokers Group, Inc.",90.97,USD,-1.7814726840855166,2185513,0.5350743495525062,154768097833.02997,USD,36.217055498049206,2.5118,USD,31.735459170294224,0.353595335780609,Finance,Investment banks/Brokers,Buy,31.012429517205643,33.68479518629947
UBER,"Uber Technologies, Inc.",73.13,USD,-3.471488912354817,25922787,1.8854902394911586,149372430223.39624,USD,16.07429387844818,4.5495,USD,-22.807404516687306,0,Transportation,Other transportation,Strong buy,18.74825829372647,21.711365022287325
DHR,Danaher Corporation,205.23,USD,-1.170182028315519,3276303,1.1618244474689998,144273836560.78806,USD,36.43933879014932,5.6321,USD,19.62321056879488,0.69344120196475,Health technology,Medical specialties,Strong buy,23.210751657171663,24.135131333781466
GLW,Corning Incorporated,165.96,USD,7.556707712248863,13856520,1.6619754444427053,142956006035.7115,USD,76.12145674708742,2.1802,USD,130.83112758073054,0.725858716785483,Electronic technology,Electronic components,Buy,44.612183674456865,50.5637079565023
TJX,"TJX Companies, Inc. (The)",128.92,USD,-2.3924894003634347,11174849,1.4154765240458005,141808649919.90155,USD,23.844489244825862,5.4067,USD,23.37585286265203,1.37038158691702,Retail trade,Apparel/Footwear retail,Buy,23.801655333863817,24.402468866598827
NOW,"ServiceNow, Inc.",134.21,USD,-4.990797111708893,14614029,0.8130802034708308,138773134603.47726,USD,83.81315181415101,1.6013,USD,0.7740717432347375,0,Technology services,Packaged software,Strong buy,29.599383884667166,32.95881290317511
BKNG,Booking Holdings Inc. Common Stock,180.3,USD,-6.720471829892897,10892383,2.0799107128706313,135473898211.82524,USD,19.94160196429757,9.0414,USD,57.21166385561022,0.83191060065187,Consumer services,Other consumer services,Buy,16.225899072747914,17.248605402898438
VRTX,Vertex Pharmaceuticals Incorporated,528.9,USD,-3.1531531531531583,1121470,1.1954375807661473,134055480575.02252,USD,30.770573348459724,17.1885,USD,22.86012451484244,0,Health technology,Pharmaceuticals: major,Buy,27.298583013086393,28.21214680941903
NEM,Newmont Corporation,127.09,USD,-0.7807010695604653,9021288,1.0761695042767516,133913745589.3809,USD,16.048135567537535,7.9193,USD,42.18029048995494,0.796315090951675,Non-energy minerals,Precious metals,Buy,12.859982626020797,13.398586385353633
PLD,"Prologis, Inc.",138.48,USD,0.8300567933595357,2638978,0.8633901560465574,133913634454.52861,USD,30.835003340013362,4.491,USD,22.353902738046575,3.02897917576817,Finance,Real estate investment trusts,Buy,39.73601147776183,38.00915260833967
BMY,Bristol-Myers Squibb Company,64.69,USD,-3.1876683627656326,9524772,1.3426142691470258,132143206845.68799,USD,14.250782041679518,4.5394,USD,83.16587983698503,3.75636037114636,Health technology,Pharmaceuticals: major,Buy,10.084471675168084,9.335673529375262
COF,Capital One Financial Corporation,213.96,USD,-2.5683060109289557,2985665,0.9951706144141472,131261211937.15521,USD,75.42301184433164,2.8368,USD,-76.17936014778739,1.45719489981785,Finance,Major banks,Buy,10.375480774010091,10.469940100257164
CB,Chubb Limited,336.64,USD,-1.4491056529757864,1617806,0.962587851136799,129875655131.20642,USD,11.913465996156717,28.2571,USD,24.675593990602046,1.15050206387775,Finance,Property/Casualty insurance,Buy,12.042913755508819,12.155689744940307
SPGI,S&P Global Inc.,429.31,USD,-3.2017316407747263,1746207,0.9127215955743784,126560585546.16388,USD,26.14284757363732,16.4217,USD,26.218823258137665,0.872584609140718,Commercial services,Financial publishing/Services,Strong buy,22.712368127962513,23.980796594124726
PGR,Progressive Corporation (The),214.9,USD,-1.8497373829641395,1912053,1.1177232141578404,124878383012.6828,USD,10.773873982272491,19.9464,USD,12.29942911191433,6.34848138844485,Finance,Multi-line insurance,Neutral,13.071970963070923,11.986719896850623
LMT,Lockheed Martin Corporation,536.15,USD,2.069372525129456,1692605,1.7609634895064532,123738470852.09946,USD,19.759779460001326,27.1334,USD,52.76697088614012,2.59861407249467,Electronic technology,Aerospace & defense,Buy,17.046900676963695,17.623557524225284
ISRG,"Intuitive Surgical, Inc.",350.16,USD,-4.510499045541304,3196294,1.7562581822509629,123703844584.35954,USD,40.13249131815109,8.7251,USD,21.753509530853165,0,Health technology,Medical specialties,Buy,30.924218707774614,32.424407867493294
CVS,CVS Health Corporation,96.07,USD,-0.6925780442423007,4196553,0.6790695965942254,122870677554.18927,USD,25.36233797090736,3.7879,USD,5.683276602868143,2.74963820549928,Retail trade,Drugstore chains,Buy,11.797109849303494,12.005684048436128
PH,Parker-Hannifin Corporation,955.87,USD,-0.69811653975213,552071,0.8190838004873515,120484998599.34254,USD,33.552837109710936,28.4885,USD,5.019759057463465,0.789536562814905,Producer manufacturing,Industrial machinery,Buy,27.176399988889138,27.210421528534123
SNOW,Snowflake Inc.,335.5,USD,-0.4982501927753742,5287837,0.7691499961454041,118364393333.38275,USD,,-3.1745,USD,23.458070116217392,0,Technology services,Packaged software,Strong buy,132.08209010163827,151.72194229410812
MDT,Medtronic plc.,92.39,USD,-1.8901985770415217,8195161,0.9089674000449428,118179540650.3259,USD,22.745513183485564,4.0619,USD,12.151416422773199,3.02644154189232,Health technology,Medical specialties,Buy,15.3735409363167,15.466294810446236
PDD,PDD Holdings Inc.,79.75,USD,-2.992336698698448,10693736,1.4472752617956048,117017421838,USD,8.846072787372577,9.0153,USD,-1.6988147550457338,0,Retail trade,Department stores,Buy,7.352505499438995,7.793444064700948
SBUX,Starbucks Corporation,102.01,USD,-2.354742988417722,6257474,1.122508836239712,116291401359.22197,USD,58.81912010609468,1.7343,USD,-24.99351267191419,2.37388724035608,Consumer services,Restaurants,Buy,34.050584193999875,39.02190099890099
FTNT,"Fortinet, Inc.",157.47,USD,0.7550067182801247,3575693,0.7886758915995307,115537879258.00372,USD,55.48625792811839,2.838,USD,13.261763179949714,0,Technology services,Information technology services,Neutral,44.7377146008252,45.64666691209444
MO,"Altria Group, Inc.",68.17,USD,-1.0307781649244974,11115100,1.4539604840510791,113826436884.76598,USD,14.355507823193715,4.7487,USD,-8.228814378200786,6.15563298490128,Consumer non-durables,Tobacco,Neutral,11.826138246289695,12.003973267607604
LOW,"Lowe's Companies, Inc.",200.8,USD,-1.7852775739789568,2869278,0.9355027634760724,112659644753.75693,USD,16.98039812606762,11.8254,USD,-2.844326136251599,2.37221814624603,Retail trade,Home improvement chains,Buy,16.053963062293455,16.366809544784253
